StockCode,Description,revenue,units_sold,orders,revenue_share
23445,ICE CREAM BUBBLES,33.199999999999996,40,2,0.00015388506722946576
22742,MAKE YOUR OWN PLAYTIME CARD KIT,33.080000000000005,20,3,0.00015332885614309426
22945,CHRISTMAS METAL TAGS ASSORTED ,33.06,3,2,0.00015323615429536564
21429,RED GINGHAM ROSE JEWELLERY BOX,33.06,19,3,0.00015323615429536564
21556,CERAMIC STRAWBERRY MONEY BOX,33.04,8,3,0.00015314345244763703
20767,BLUE PAISLEY JOURNAL ,33.03,10,3,0.00015309710152377275
21584,RETROSPOT SMALL TUBE MATCHES,33.0,20,1,0.00015295804875217986
21452,TOADSTOOL MONEY BOX,32.58,9,2,0.00015101130994987937
21875,KINGS CHOICE MUG,32.5,26,2,0.00015064050255896502
22976,CIRCUS PARADE CHILDRENS EGG CUP ,32.5,26,3,0.00015064050255896502
20972,PINK CREAM FELT CRAFT TRINKET BOX ,32.5,26,3,0.00015064050255896502
21949,SET OF 6 STRAWBERRY CHOPSTICKS,32.46,25,3,0.00015045509886350782
22176,BLUE OWL SOFT TOY,32.34,10,4,0.00014989888777713626
23282,FOLDING BUTTERFLY MIRROR IVORY ,32.339999999999996,37,3,0.00014989888777713624
21913,VINTAGE SEASIDE JIGSAW PUZZLES,32.33,8,3,0.00014985253685327195
72598,SET/12 TAPER CANDLES,32.3,38,2,0.00014971348408167906
22446,PIN CUSHION BABUSHKA PINK,32.28,13,3,0.00014962078223395049
22098,BOUDOIR SQUARE TISSUE BOX,32.160000000000004,56,3,0.00014906457114757893
21519,GIN & TONIC DIET GREETING CARD ,31.92,74,7,0.0001479521489748358
23253,16 PIECE CUTLERY SET PANTRY DESIGN,31.9,2,1,0.00014785944712710717
22029,SPACEBOY BIRTHDAY CARD,31.9,74,6,0.00014785944712710717
22754,SMALL RED BABUSHKA NOTEBOOK ,31.869999999999997,39,5,0.00014772039435551428
22307,GOLD MUG BONE CHINA TREE OF LIFE,31.8,30,2,0.00014739593788846422
48129,DOORMAT TOPIARY,31.8,4,2,0.00014739593788846422
21793,CLASSIC FRENCH STYLE BASKET BROWN,31.6,8,1,0.0001464689194111783
23148,MINIATURE ANTIQUE ROSE HOOK IVORY,31.54,38,5,0.00014619081386799248
21497,FANCY FONTS BIRTHDAY WRAP,31.5,75,3,0.0001460054101725353
21498,RED RETROSPOT WRAP ,31.5,75,3,0.0001460054101725353
21495,SKULLS AND CROSSBONES WRAP,31.5,75,3,0.0001460054101725353
22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,31.5,75,5,0.0001460054101725353
16169E,WRAP 50'S  CHRISTMAS,31.5,75,2,0.0001460054101725353
23233,WRAP POPPIES  DESIGN,31.5,75,3,0.0001460054101725353
21500,PINK POLKADOT WRAP ,31.5,75,3,0.0001460054101725353
16161P,WRAP ENGLISH ROSE ,31.5,75,3,0.0001460054101725353
16156L,WRAP CAROUSEL,31.5,75,3,0.0001460054101725353
16161U,WRAP SUKI AND FRIENDS,31.5,75,3,0.0001460054101725353
22051,BLUE SCANDINAVIAN PAISLEY WRAP,31.5,75,3,0.0001460054101725353
22212,FOUR HOOK  WHITE LOVEBIRDS,31.5,15,3,0.0001460054101725353
22708,WRAP DOLLY GIRL,31.5,75,3,0.0001460054101725353
22704,WRAP RED APPLES ,31.5,75,3,0.0001460054101725353
21439,BASKET OF TOADSTOOLS,31.25,25,3,0.0001448466370759279
75049L,LARGE CIRCULAR MIRROR MOBILE,31.25,25,2,0.0001448466370759279
23367,SET 12 COLOUR PENCILS SPACEBOY ,31.200000000000003,48,3,0.00014461488245660643
23142,IVORY WIRE KITCHEN ORGANISER,31.200000000000003,3,2,0.00014461488245660643
22118,JOY WOODEN BLOCK LETTERS,31.0,10,4,0.00014368786397932047
21201,TROPICAL  HONEYCOMB PAPER GARLAND ,30.599999999999998,12,1,0.00014183382702474858
22129,PARTY CONES CANDY TREE DECORATION,30.599999999999998,36,1,0.00014183382702474858
22937,BAKING MOULD CHOCOLATE CUPCAKES,30.599999999999998,12,2,0.00014183382702474858
22931,BAKING MOULD HEART WHITE CHOCOLATE,30.599999999999998,12,1,0.00014183382702474858
17090A,LAVENDER INCENSE 40 CONES IN TIN,30.599999999999998,36,1,0.00014183382702474858
22305,COFFEE MUG PINK PAISLEY DESIGN,30.599999999999998,12,1,0.00014183382702474858
21544,SKULLS  WATER TRANSFER TATTOOS ,30.599999999999998,36,2,0.00014183382702474858
22971,QUEENS GUARD COFFEE MUG,30.599999999999998,12,1,0.00014183382702474858
21844,RED RETROSPOT MUG,30.599999999999998,12,1,0.00014183382702474858
82483,WOOD 2 DRAWER CABINET WHITE FINISH,30.310000000000002,4,2,0.00014048965023268398
21508,VINTAGE KID DOLLY CARD ,30.240000000000002,72,5,0.00014016519376563392
85230G,ORANGE VOTIVE CANDLE,30.24,144,1,0.0001401651937656339
22289,HANGING METAL CHICKEN DECORATION,30.0,24,1,0.00013905277159289079
22953,BIRTHDAY BANNER TAPE,30.0,24,1,0.00013905277159289079
22128,PARTY CONES CANDY ASSORTED,30.0,24,2,0.00013905277159289079
22892,SET OF SALT AND PEPPER TOADSTOOLS,30.0,24,1,0.00013905277159289079
22288,HANGING METAL RABBIT DECORATION,30.0,24,1,0.00013905277159289079
22279,POCKET BAG BLUE PAISLEY RED SPOT,30.0,24,2,0.00013905277159289079
23395,BELLE JARDINIERE CUSHION COVER,30.0,8,2,0.00013905277159289079
22953,BIRTHDAY PARTY CORDON BARRIER TAPE,30.0,24,1,0.00013905277159289079
23393,HOME SWEET HOME CUSHION COVER ,30.0,8,2,0.00013905277159289079
22297,HEART IVORY TRELLIS SMALL,30.0,24,1,0.00013905277159289079
85131A,BEADED PEARL HEART WHITE ON STICK,30.0,24,1,0.00013905277159289079
85049E,SCANDINAVIAN REDS RIBBONS,30.0,24,2,0.00013905277159289079
23183,MOTHER'S KITCHEN SPOON REST ,30.0,8,1,0.00013905277159289079
85019B,BLOSSOM  IMAGES NOTEBOOK SET,30.0,24,1,0.00013905277159289079
84877B,GREEN ROUND COMPACT MIRROR,30.0,24,1,0.00013905277159289079
23152,IVORY SWEETHEART WIRE LETTER RACK ,30.0,8,2,0.00013905277159289079
23211,RED ROCKING HORSE HAND PAINTED,30.0,24,1,0.00013905277159289079
21892,TRADITIONAL WOODEN CATCH CUP GAME ,30.0,24,2,0.00013905277159289079
22673,FRENCH GARDEN SIGN BLUE METAL,30.0,24,2,0.00013905277159289079
21761,WOOD AND GLASS MEDICINE CABINET,29.95,1,1,0.0001388210169735693
22917,HERB MARKER ROSEMARY,29.900000000000002,46,7,0.0001385892623542478
21627,ELEPHANT CARNIVAL POUFFE,29.9,2,1,0.0001385892623542478
23472, NINE DRAWER OFFICE TIDY,29.9,2,1,0.0001385892623542478
21781,MA CAMPAGNE CUTLERY BOX,29.9,2,2,0.0001385892623542478
23101,SILVER STARS TABLE DECORATION,29.879999999999995,36,2,0.00013849656050651918
22061,LARGE CAKE STAND  HANGING STRAWBERY,29.849999999999998,3,2,0.00013835750773492632
22763,KEY CABINET MA CAMPAGNE,29.849999999999998,3,2,0.00013835750773492632
85087,CANDY SPOT CUSHION COVER,29.75,9,2,0.00013789399849628334
22926,IVORY GIANT GARDEN THERMOMETER,29.75,5,3,0.00013789399849628334
23457,LARGE PARLOUR PICTURE FRAME,29.700000000000003,6,1,0.00013766224387696188
84949,SILVER HANGING T-LIGHT HOLDER,29.7,18,1,0.00013766224387696188
22858,EASTER TIN KEEPSAKE,29.699999999999996,18,2,0.00013766224387696185
85114C,RED ENCHANTED FOREST PLACEMAT,29.699999999999996,18,2,0.00013766224387696185
23029,DRAWER KNOB CRACKLE GLAZE GREEN,29.699999999999996,18,2,0.00013766224387696185
22284,HEN HOUSE DECORATION,29.669999999999998,15,2,0.00013752319110536896
22575,METAL MERRY CHRISTMAS WREATH,29.479999999999997,14,3,0.00013664252355194732
82613D,METAL SIGN CUPCAKE SINGLE HOOK,29.35,65,4,0.00013603996154171148
21208,PASTEL COLOUR HONEYCOMB FAN,29.159999999999997,36,3,0.0001351592939882898
21174,POTTERING IN THE SHED METAL SIGN,29.12,14,3,0.00013497389029283266
23469,CARD HOLDER LOVE BIRD SMALL,29.050000000000004,7,2,0.0001346494338257826
23239,SET OF 4 KNICK KNACK TINS POPPIES,29.050000000000004,7,2,0.0001346494338257826
21000,ROSE DU SUD COSMETICS BAG,28.79,7,2,0.00013344430980531083
22477,WATERING CAN GARDEN MARKER,28.75,23,3,0.00013325890610985366
21982,PACK OF 12 SUKI TISSUES ,28.669999999999995,97,4,0.00013288809871893925
22115,METAL SIGN EMPIRE TEA,28.44,36,2,0.00013182202747006046
22163,HEART STRING MEMO HOLDER HANGING,28.44,36,2,0.00013182202747006046
23531,WALL ART BIG LOVE ,28.26,2,1,0.00013098771084050313
21824,PAINTED METAL STAR WITH HOLLY BELLS,28.08,72,2,0.00013015339421094575
22094,RED RETROSPOT TISSUE BOX,27.95,45,6,0.0001295508322007099
84984B,RED PEONY CUSHION COVER ,27.900000000000002,6,1,0.00012931907758138844
21528,DAIRY MAID TRADITIONAL TEAPOT ,27.8,4,3,0.00012885556834274546
84638,SMALL KITCHEN FLOWER POTS PLAQUE,27.8,4,2,0.00012885556834274546
22219,LOVEBIRD HANGING DECORATION WHITE ,27.709999999999997,17,3,0.00012843841002796677
21658,GLASS  BEURRE DISH,27.650000000000002,7,3,0.000128160304484781
23309,SET OF 60 I LOVE LONDON CAKE CASES ,27.5,50,3,0.00012746504062681655
21287,SCENTED VELVET LOUNGE CANDLE ,27.36,72,1,0.00012681612769271637
17091J,VANILLA INCENSE IN TIN,27.36,72,1,0.00012681612769271637
22313,OFFICE MUG WARMER PINK,27.35,11,3,0.00012676977676885209
47599B,BLUE PARTY BAGS ,27.300000000000004,13,2,0.00012653802214953062
22956,36 FOIL HEART CAKE CASES,27.300000000000004,13,2,0.00012653802214953062
22412,METAL SIGN NEIGHBOURHOOD WITCH ,27.300000000000004,13,2,0.00012653802214953062
22694,WICKER STAR ,27.23,12,5,0.00012621356568248053
22595,GINGHAM HEART DECORATION,27.2,32,3,0.00012607451291088764
21389,IVORY HANGING DECORATION  BIRD,27.2,32,3,0.00012607451291088764
21866,UNION JACK FLAG LUGGAGE TAG,27.2,11,4,0.00012607451291088764
21714,CITRONELLA CANDLE GARDEN POT,27.060000000000002,11,2,0.0001254255999767875
21243,PINK POLKADOT PLATE ,27.04,16,1,0.0001253328981290589
21792,CLASSIC FRENCH STYLE BASKET GREEN ,27.0,4,1,0.00012514749443360169
20840,FRENCH FLORAL CUSHION COVER ,26.979999999999997,26,2,0.00012505479258587308
22830,UTILTY CABINET WITH HOOKS,26.95,1,1,0.0001249157398142802
22450,SILK PURSE BABUSHKA BLUE,26.8,8,2,0.00012422047595631576
23046,PAPER LANTERN 9 POINT DELUXE STAR,26.6,4,2,0.00012329345747902982
22179,SET 10 NIGHT OWL LIGHTS,26.58,2,1,0.00012320075563130122
21937,STRAWBERRY   PICNIC BAG,26.55,9,2,0.00012306170285970833
23357,HOT WATER BOTTLE SEX BOMB,26.4,8,3,0.00012236643900174387
21934,SKULL SHOULDER BAG,26.37,13,2,0.000122227386230151
20668,DISCO BALL CHRISTMAS DECORATION,26.34,217,4,0.0001220883334585581
23423,PANTRY 3 HOOK ROLLING PIN HANGER,26.25,7,2,0.00012167117514377942
20766,GARDEN PATH SKETCHBOOK,26.25,7,3,0.00012167117514377942
22570,FELTCRAFT CUSHION RABBIT,26.21,6,3,0.00012148577144832225
22276,WASH BAG VINTAGE ROSE PAISLEY,26.189999999999998,9,3,0.00012139306960059363
22110,BIRD HOUSE HOT WATER BOTTLE,26.189999999999998,9,3,0.00012139306960059363
22147,FELTCRAFT BUTTERFLY HEARTS,26.099999999999998,18,4,0.00012097591128581497
21811,HANGING HEART WITH BELL,26.099999999999998,51,3,0.00012097591128581497
72818,CHRISTMAS DECOUPAGE CANDLE,25.919999999999998,36,1,0.00012014159465625763
20702,PINK PADDED MOBILE,25.5,6,1,0.00011819485585395716
22526,WHEELBARROW FOR CHILDREN ,25.5,2,1,0.00011819485585395716
22820,GIFT BAG BIRTHDAY,25.5,41,4,0.00011819485585395716
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,25.5,2,1,0.00011819485585395716
35004G,SET OF 3 GOLD FLYING DUCKS,25.4,4,1,0.00011773134661531418
21890,S/6 WOODEN SKITTLES IN COTTON BAG,25.29,7,2,0.00011722148645280692
47599A,PINK PARTY BAGS,25.200000000000003,12,2,0.00011680432813802827
72800E,4 IVORY DINNER CANDLES SILVER FLOCK,25.200000000000003,12,1,0.00011680432813802827
84912B,GREEN ROSE WASHBAG,25.009999999999998,7,3,0.0001159236605846066
21114,LAVENDER SCENTED FABRIC HEART,25.0,20,2,0.00011587730966074231
22679,FRENCH BLUE METAL DOOR SIGN 4,25.0,20,1,0.00011587730966074231
22511,RETROSPOT BABUSHKA DOORSTOP,25.0,12,2,0.00011587730966074231
23485,BOTANICAL GARDENS WALL CLOCK ,25.0,1,1,0.00011587730966074231
23427,STOOL HOME SWEET HOME ,25.0,2,1,0.00011587730966074231
23400,SHELF WITH 4 HOOKS HOME SWEET HOME,25.0,4,2,0.00011587730966074231
23512,EMBROIDERED RIBBON REEL ROSIE,24.96,12,2,0.00011569190596528513
23422,PANTRY HOOK BALLOON WHISK ,24.96,12,1,0.00011569190596528513
23214,JINGLE BELL HEART ANTIQUE GOLD,24.96,12,1,0.00011569190596528513
23348,CHILDRENS TOY COOKING UTENSIL SET,24.96,12,2,0.00011569190596528513
22782,SET 3 WICKER STORAGE BASKETS ,24.95,1,1,0.00011564555504142082
23312,VINTAGE CHRISTMAS GIFT SACK,24.900000000000002,6,1,0.00011541380042209936
23067,HANGING ENGRAVED METAL HEART,24.900000000000002,6,1,0.00011541380042209936
23461,SWEETHEART BIRD HOUSE,24.900000000000002,6,1,0.00011541380042209936
22997,TRAVEL CARD WALLET UNION JACK,24.78,59,5,0.00011485758933572779
82578,KITCHEN METAL SIGN,24.75,45,2,0.00011471853656413489
21116,OWL DOORSTOP,24.75,5,2,0.00011471853656413489
22784,LANTERN CREAM GAZEBO ,24.75,5,2,0.00011471853656413489
21730,GLASS STAR FROSTED T-LIGHT HOLDER,24.75,5,2,0.00011471853656413489
21990,MODERN FLORAL STATIONERY SET,24.64,11,5,0.00011420867640162762
22928,YELLOW GIANT GARDEN THERMOMETER,24.36,3,2,0.0001129108505334273
90031,BILI NUT AND WOOD NECKLACE,24.0,24,1,0.00011124221727431261
84665,SQUARE CHERRY BLOSSOM CABINET,23.8,4,1,0.00011031519879702668
22786,CUSHION COVER PINK UNION JACK,23.8,4,1,0.00011031519879702668
22281,EASTER TREE YELLOW BIRDS,23.8,4,1,0.00011031519879702668
85049A,TRADITIONAL CHRISTMAS RIBBONS,23.75,19,4,0.00011008344417770519
20977,36 PENCILS TUBE WOODLAND,23.75,19,2,0.00011008344417770519
22283,6 EGG HOUSE PAINTED WOOD,23.74,2,2,0.00011003709325384089
84849B,FAIRY SOAP SOAP HOLDER,23.66,14,2,0.00010966628586292653
21394,RED POLKADOT BEAKER ,23.61,51,2,0.00010943453124360504
22809,SET OF 6 T-LIGHTS SANTA,23.6,8,2,0.00010938818031974075
22183,CAKE STAND VICTORIAN FILIGREE MED,23.52,4,2,0.00010901737292882636
21383,PACK OF 12 STICKY BUNNIES,23.400000000000002,36,1,0.00010846116184245482
21883,STARS GIFT TAPE ,23.400000000000002,36,3,0.00010846116184245482
84859A,SILVER DISCO HANDBAG,23.4,12,1,0.00010846116184245479
85144,JARDIN ETCHED GLASS CHEESE DISH,23.4,12,1,0.00010846116184245479
20886,BOX OF 9 PEBBLE CANDLES,23.4,12,1,0.00010846116184245479
23303,SET 4 PICNIC CUTLERY FONDANT,23.4,12,1,0.00010846116184245479
22466,FAIRY TALE COTTAGE NIGHT LIGHT,23.4,12,1,0.00010846116184245479
22991,GIRAFFE WOODEN RULER,23.4,12,1,0.00010846116184245479
22228,BUNNY WOODEN PAINTED WITH BIRD ,23.31,27,4,0.00010804400352767613
23247,BISCUIT TIN 50'S CHRISTMAS,23.13,7,2,0.00010720968689811878
21202,DOLLY HONEYCOMB GARLAND,23.099999999999998,14,2,0.00010707063412652588
21448,12 DAISY PEGS IN WOOD BOX,23.089999999999996,13,2,0.00010702428320266158
23302,KNEELING MAT HOUSEWORK  DESIGN,23.089999999999996,13,2,0.00010702428320266158
21576,LETS GO SHOPPING COTTON TOTE BAG,22.96,9,3,0.00010642172119242574
21789,KIDS RAIN MAC PINK,22.95,27,2,0.00010637537026856144
21397,BLUE POLKADOT EGG CUP ,22.939999999999998,26,3,0.00010632901934469714
23145,ZINC T-LIGHT HOLDER STAR LARGE,22.799999999999997,24,2,0.00010568010641059697
90116,FRUIT SALAD BAG CHARM,22.740000000000002,13,2,0.00010540200086741121
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,22.509999999999998,73,2,0.00010433592961853236
23358,HOT STUFF HOT WATER BOTTLE,22.5,6,1,0.00010428957869466808
22731,3D CHRISTMAS STAMPS STICKERS ,22.5,18,1,0.00010428957869466808
22674,FRENCH TOILET SIGN BLUE METAL,22.5,18,3,0.00010428957869466808
23330,DECORATIVE WICKER HEART MEDIUM,22.5,18,2,0.00010428957869466808
20978,36 PENCILS TUBE SKULLS,22.5,18,2,0.00010428957869466808
21465,PINK FLOWER CROCHET FOOD COVER,22.5,6,1,0.00010428957869466808
21469,POLKA DOT RAFFIA FOOD COVER,22.5,6,1,0.00010428957869466808
21125,SET 6 FOOTBALL CELEBRATION CANDLES,22.5,18,3,0.00010428957869466808
22071,SMALL WHITE RETROSPOT MUG IN BOX ,22.5,6,1,0.00010428957869466808
23525,WALL ART BUFFALO BILL ,22.5,6,1,0.00010428957869466808
22733,3D TRADITIONAL CHRISTMAS STICKERS,22.5,18,1,0.00010428957869466808
22569,FELTCRAFT CUSHION BUTTERFLY,22.46,5,2,0.0001041041749992109
84660a,WHITE STITCHED WALL CLOCK,22.38,3,1,0.00010373336760829651
20981,12 PENCILS TALL TUBE WOODLAND,22.099999999999998,26,3,0.00010243554174009619
48111,DOORMAT 3 SMILEY CATS,22.080000000000002,2,2,0.00010234283989236761
21277,FRENCH STYLE EMBOSSED HEART CABINET,21.95,1,1,0.00010174027788213175
20866,BLUE ROSE FABRIC MIRROR,21.8,20,2,0.0001010450140241673
85049H,URBAN BLACK RIBBONS ,21.8,20,2,0.0001010450140241673
84226,HEN HOUSE W FAMILY IN BARN & NEST,21.76,34,1,0.00010085961032871012
37333,"RETRO ""TEA FOR ONE"" ",21.58,2,1,0.00010002529369915276
23396,LE JARDIN BOTANIQUE CUSHION COVER,21.58,2,1,0.00010002529369915276
23090,VINTAGE GLASS T-LIGHT HOLDER,21.549999999999997,25,3,9.988624092755986e-05
22068,BLACK PIRATE TREASURE CHEST,21.449999999999996,13,2,9.942273168891688e-05
85040A,S/4 PINK FLOWER CANDLES IN BOWL,21.449999999999996,13,2,9.942273168891688e-05
21329,DINOSAURS  WRITING SET ,21.449999999999996,13,2,9.942273168891688e-05
23103,JINGLE BELL HEART DECORATION,21.439999999999998,12,2,9.937638076505259e-05
22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,21.25,25,2,9.849571321163096e-05
22375,AIRLINE BAG VINTAGE JET SET BROWN,21.25,5,2,9.849571321163096e-05
21810,CHRISTMAS HANGING STAR WITH BELL,21.209999999999997,51,2,9.831030951617377e-05
22336,DOVE DECORATION PAINTED ZINC ,21.11,99,2,9.78468002775308e-05
22711,WRAP CIRCUS PARADE,21.0,50,2,9.733694011502354e-05
23231,WRAP  VINTAGE DOILY ,21.0,50,2,9.733694011502354e-05
23547,WRAP FLOWER SHOP  ,21.0,50,2,9.733694011502354e-05
23545,WRAP RED VINTAGE DOILY,21.0,50,2,9.733694011502354e-05
23546,WRAP PAISLEY PARK ,21.0,50,2,9.733694011502354e-05
23550,WRAP ALPHABET POSTER  ,21.0,50,2,9.733694011502354e-05
22078,RIBBON REEL LACE DESIGN ,21.0,10,2,9.733694011502354e-05
22547,MINI JIGSAW DINOSAUR ,20.99,49,2,9.729058919115924e-05
22403,MAGNETS PACK OF 4 VINTAGE LABELS ,20.9,26,4,9.687343087638056e-05
22119,PEACE WOODEN BLOCK LETTERS,20.85,3,1,9.66416762570591e-05
22363,GLASS JAR MARMALADE ,20.650000000000002,7,2,9.571465777977315e-05
22360,GLASS JAR ENGLISH CONFECTIONERY,20.650000000000002,7,2,9.571465777977315e-05
22085,PAPER CHAIN KIT SKULLS ,20.650000000000002,7,2,9.571465777977315e-05
70007,HI TEC ALPINE HAND WARMER,20.589999999999996,13,2,9.543655223658735e-05
22587,FELTCRAFT HAIRBAND RED AND BLUE,20.4,24,1,9.455588468316572e-05
84971S,SMALL HEART FLOWERS HOOK ,20.4,24,1,9.455588468316572e-05
21726,MULTI HEARTS  STICKERS,20.4,24,1,9.455588468316572e-05
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,20.4,24,1,9.455588468316572e-05
44228,CANNABIS LEAF BEAD CURTAIN,20.4,24,1,9.455588468316572e-05
21058,PARTY INVITES WOODLAND,20.4,24,2,9.455588468316572e-05
22216,T-LIGHT HOLDER WHITE LACE,20.4,24,1,9.455588468316572e-05
84559B,3D SHEET OF CAT STICKERS,20.4,24,2,9.455588468316572e-05
79000,MOROCCAN TEA GLASS,20.4,24,2,9.455588468316572e-05
71459,HANGING JAM JAR T-LIGHT HOLDERS,20.4,24,1,9.455588468316572e-05
21675,BUTTERFLIES STICKERS,20.4,24,2,9.455588468316572e-05
22245,"HOOK, 1 HANGER ,MAGIC GARDEN",20.4,24,1,9.455588468316572e-05
85127,SMALL SQUARE CUT GLASS CANDLESTICK,20.34,2,1,9.427777913997994e-05
82552,WASHROOM METAL SIGN,20.299999999999997,14,2,9.409237544452274e-05
22650,CERAMIC PIRATE CHEST MONEY BANK,20.299999999999997,14,3,9.409237544452274e-05
21284,RETROSPOT CANDLE  SMALL,20.28,12,1,9.399967359679417e-05
21198,WHITE HEART CONFETTI IN TUBE,20.16,48,1,9.34434625104226e-05
22714,CARD BIRTHDAY COWBOY,20.16,48,4,9.34434625104226e-05
22155,STAR DECORATION RUSTIC,20.16,48,1,9.34434625104226e-05
22447,PIN CUSHION BABUSHKA BLUE,20.1,6,1,9.316535696723682e-05
84596F,SMALL MARSHMALLOWS PINK BOWL,20.08,20,3,9.307265511950822e-05
23369,SET 36 COLOUR PENCILS LOVE LONDON,20.0,16,1,9.270184772859384e-05
23093,SMALL PARISIENNE HEART PHOTO FRAME ,19.92,8,1,9.233104033767948e-05
23433,HANGING QUILTED PATCHWORK APPLES,19.919999999999998,24,1,9.233104033767947e-05
23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,19.919999999999998,24,1,9.233104033767947e-05
23281,FOLDING BUTTERFLY MIRROR RED  ,19.919999999999998,24,2,9.233104033767947e-05
35810A,ENAMEL PINK COFFEE CONTAINER,19.919999999999998,24,2,9.233104033767947e-05
84711A,SILVER OVAL SHAPE TRINKET BOX,19.9,2,1,9.223833848995088e-05
23315,IVORY REFECTORY CLOCK,19.9,2,1,9.223833848995088e-05
22430,ENAMEL WATERING CAN CREAM,19.8,4,1,9.177482925130791e-05
23164,REGENCY CAKE SLICE,19.8,4,1,9.177482925130791e-05
21910,WAY OUT METAL SIGN ,19.799999999999997,12,1,9.17748292513079e-05
79030G,"TUMBLER, NEW ENGLAND",19.799999999999997,12,1,9.17748292513079e-05
79337,BLUE FLOCK GLASS CANDLEHOLDER,19.799999999999997,12,2,9.17748292513079e-05
23571,TRADITIONAL NAUGHTS & CROSSES,19.799999999999997,12,1,9.17748292513079e-05
22075,6 RIBBONS ELEGANT CHRISTMAS ,19.799999999999997,12,1,9.17748292513079e-05
22342,HOME GARLAND PAINTED ZINC ,19.799999999999997,12,1,9.17748292513079e-05
23165,LARGE CERAMIC TOP STORAGE JAR,19.799999999999997,12,1,9.17748292513079e-05
23340,VINTAGE CHRISTMAS CAKE FRILL,19.799999999999997,12,1,9.17748292513079e-05
22055,MINI CAKE STAND  HANGING STRAWBERY,19.78,10,3,9.168212740357933e-05
84660A,WHITE STITCHED WALL CLOCK,19.55,21,2,9.061605615470049e-05
20681,PINK POLKADOT CHILDRENS UMBRELLA,19.5,6,1,9.0384301535379e-05
22853,CAT BOWL VINTAGE CREAM,19.5,6,1,9.0384301535379e-05
23576,SNACK TRAY RED VINTAGE DOILY,19.5,10,2,9.0384301535379e-05
22900, SET 2 TEA TOWELS I LOVE LONDON ,19.5,6,1,9.0384301535379e-05
22601,CHRISTMAS RETROSPOT ANGEL WOOD,19.43,20,3,9.005984506832893e-05
22594,CHRISTMAS GINGHAM TREE,19.349999999999998,18,3,8.968903767741453e-05
10133,COLOURING PENCILS BROWN TUBE,19.29,43,2,8.941093213422876e-05
84519B,CARROT CHARLIE+LOLA COASTER SET,19.08,8,2,8.843756273307853e-05
21003,ROSE DU SUD CUSHION COVER,19.049999999999997,3,2,8.829850996148562e-05
21246,RED RETROSPOT BIG BOWL,18.98,4,3,8.797405349443556e-05
85130B,BEADED CRYSTAL HEART GREEN LARGE,18.96,24,1,8.788135164670697e-05
72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,18.96,24,1,8.788135164670697e-05
84402B,PURPLE DRESS JEWELLERY STAND,18.96,24,1,8.788135164670697e-05
37342,POLKADOT COFFEE CUP & SAUCER PINK,18.96,24,1,8.788135164670697e-05
85161,ACRYLIC GEOMETRIC LAMP,18.95,1,1,8.783500072284267e-05
21248,DOOR HANGER  MUM + DADS ROOM,18.849999999999998,13,2,8.73714914841997e-05
23498,CLASSIC BICYCLE CLIPS ,18.849999999999998,13,2,8.73714914841997e-05
85049G,CHOCOLATE BOX RIBBONS ,18.75,15,2,8.690798224555673e-05
85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,18.75,13,2,8.690798224555673e-05
23091,ZINC HERB GARDEN CONTAINER,18.75,3,1,8.690798224555673e-05
22855,FINE WICKER HEART ,18.75,15,2,8.690798224555673e-05
22204,MILK PAN BLUE POLKADOT,18.75,5,2,8.690798224555673e-05
21466,RED FLOWER CROCHET FOOD COVER,18.75,5,2,8.690798224555673e-05
22426,ENAMEL WASH BOWL CREAM,18.75,5,2,8.690798224555673e-05
22563,HAPPY STENCIL CRAFT,18.75,15,3,8.690798224555673e-05
84828,JUNGLE POPSICLES ICE LOLLY MOULDS,18.75,15,2,8.690798224555673e-05
21294,ETCHED GLASS COASTER,18.72,48,1,8.676892947396384e-05
21398,RED POLKADOT COFFEE  MUG,18.72,48,1,8.676892947396384e-05
22066,LOVE HEART TRINKET POT,18.72,48,1,8.676892947396384e-05
22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,18.71,14,3,8.672257855009955e-05
22409,MONEY BOX BISCUITS DESIGN,18.71,14,3,8.672257855009955e-05
22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,18.71,14,3,8.672257855009955e-05
23470,CARD HOLDER LOVE BIRD LARGE ,18.71,2,2,8.672257855009955e-05
84792,ENCHANTED BIRD COATHANGER 5 HOOK,18.6,4,1,8.621271838759229e-05
22702,BLACK AND WHITE CAT BOWL,18.599999999999998,8,3,8.621271838759227e-05
15034,PAPER POCKET TRAVELING FAN ,18.480000000000004,132,3,8.565650730122073e-05
22339,CHRISTMAS TREE PAINTED ZINC ,18.240000000000002,96,1,8.45440851284776e-05
22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,18.22,14,3,8.445138328074899e-05
22737,RIBBON REEL CHRISTMAS PRESENT ,18.169999999999998,5,2,8.421962866142751e-05
20997,ROSE DU SUD CUSHION COVER ,18.16,4,2,8.417327773756322e-05
